id,exercise_name,category,equipment,difficulty,target_muscle,calories_per_min,injury_risk_factor
2629,Kettlebell Calf Raise Variation 2629,Endurance,Kettlebell,Beginner,Shoulders,7.44,0.792
2630,Dumbbell Dumbbell Curl Variation 2630,Endurance,Dumbbell,Intermediate,Legs,10.82,0.411
2631,Bands Cable Fly Variation 2631,Hypertrophy,Bands,Elite,Arms,9.68,0.598
2632,Machine Crunch Variation 2632,Rehab,Machine,Beginner,Chest,4.26,0.830
2633,Dumbbell Calf Raise Variation 2633,Rehab,Dumbbell,Beginner,Arms,3.02,0.715
2634,Machine Plank Variation 2634,Endurance,Machine,Elite,Legs,3.00,0.227
2635,Kettlebell Deadlift Variation 2635,Core,Kettlebell,Elite,Legs,7.47,0.343
2636,Bands Plank Variation 2636,Endurance,Bands,Beginner,Back,7.19,0.156
2637,Bands Deadlift Variation 2637,Power,Bands,Elite,Full Body,9.71,0.433
2638,Machine Plank Variation 2638,Hypertrophy,Machine,Elite,Core,5.57,0.797
2639,Machine Crunch Variation 2639,Power,Machine,Intermediate,Legs,4.85,0.869
2640,Kettlebell Squat Variation 2640,Power,Kettlebell,Elite,Legs,8.58,0.220
2641,Dumbbell Cable Fly Variation 2641,Strength,Dumbbell,Intermediate,Full Body,10.42,0.565
2642,Kettlebell Dumbbell Curl Variation 2642,Core,Kettlebell,Intermediate,Back,4.59,0.442
2643,Dumbbell Squat Variation 2643,Core,Dumbbell,Advanced,Back,8.67,0.753
2644,Kettlebell Lunge Variation 2644,Hypertrophy,Kettlebell,Advanced,Arms,11.58,0.393
2645,Dumbbell Cable Fly Variation 2645,Core,Dumbbell,Beginner,Chest,9.65,0.437
2646,Cable Leg Press Variation 2646,Strength,Cable,Advanced,Full Body,3.49,0.608
2647,Kettlebell Cable Fly Variation 2647,Hypertrophy,Kettlebell,Elite,Arms,11.25,0.246
2648,Bands Deadlift Variation 2648,Endurance,Bands,Elite,Arms,10.57,0.784
2649,Barbell Barbell Row Variation 2649,Power,Barbell,Intermediate,Full Body,4.53,0.555
2650,Barbell Crunch Variation 2650,Endurance,Barbell,Intermediate,Back,4.02,0.485
2651,Bands Overhead Press Variation 2651,Strength,Bands,Advanced,Chest,7.53,0.868
2652,Machine Pull-up Variation 2652,Power,Machine,Advanced,Back,11.05,0.602
2653,Machine Lunge Variation 2653,Rehab,Machine,Elite,Arms,5.92,0.609
2654,Bands Barbell Row Variation 2654,Power,Bands,Intermediate,Back,5.44,0.412
2655,Bands Calf Raise Variation 2655,Rehab,Bands,Beginner,Back,8.59,0.400
2656,Cable Plank Variation 2656,Rehab,Cable,Elite,Shoulders,3.71,0.370
2657,Bands Cable Fly Variation 2657,Rehab,Bands,Beginner,Arms,10.50,0.442
2658,Kettlebell Calf Raise Variation 2658,Strength,Kettlebell,Beginner,Chest,8.75,0.736
2659,Kettlebell Plank Variation 2659,Hypertrophy,Kettlebell,Beginner,Chest,7.94,0.782
2660,Bands Tricep Extension Variation 2660,Power,Bands,Advanced,Back,5.95,0.639
2661,Dumbbell Tricep Extension Variation 2661,Rehab,Dumbbell,Beginner,Arms,6.17,0.677
2662,Bands Leg Press Variation 2662,Endurance,Bands,Intermediate,Shoulders,8.32,0.470
2663,Cable Pull-up Variation 2663,Endurance,Cable,Advanced,Core,11.43,0.273
2664,Bodyweight Bench Press Variation 2664,Core,Bodyweight,Intermediate,Shoulders,4.86,0.177
2665,Bodyweight Leg Press Variation 2665,Hypertrophy,Bodyweight,Elite,Back,9.86,0.365
2666,Bands Lat Pulldown Variation 2666,Hypertrophy,Bands,Elite,Chest,8.71,0.324
2667,Bodyweight Cable Fly Variation 2667,Power,Bodyweight,Beginner,Chest,11.64,0.168
2668,Barbell Barbell Row Variation 2668,Rehab,Barbell,Intermediate,Shoulders,4.18,0.877
2669,Bodyweight Crunch Variation 2669,Endurance,Bodyweight,Advanced,Back,4.35,0.721
2670,Dumbbell Bench Press Variation 2670,Rehab,Dumbbell,Beginner,Full Body,6.90,0.853
2671,Bands Barbell Row Variation 2671,Hypertrophy,Bands,Elite,Back,6.47,0.155
2672,Bodyweight Dumbbell Curl Variation 2672,Strength,Bodyweight,Elite,Core,8.67,0.658
2673,Dumbbell Lunge Variation 2673,Endurance,Dumbbell,Intermediate,Chest,11.46,0.391
2674,Kettlebell Barbell Row Variation 2674,Hypertrophy,Kettlebell,Intermediate,Full Body,10.18,0.195
2675,Machine Crunch Variation 2675,Hypertrophy,Machine,Beginner,Full Body,8.62,0.784
2676,Dumbbell Cable Fly Variation 2676,Power,Dumbbell,Beginner,Back,8.82,0.300
2677,Bodyweight Barbell Row Variation 2677,Strength,Bodyweight,Elite,Core,10.82,0.285
2678,Dumbbell Barbell Row Variation 2678,Hypertrophy,Dumbbell,Advanced,Back,9.03,0.663
2679,Machine Barbell Row Variation 2679,Rehab,Machine,Intermediate,Arms,9.61,0.772
2680,Kettlebell Barbell Row Variation 2680,Endurance,Kettlebell,Intermediate,Core,3.85,0.751
2681,Bodyweight Plank Variation 2681,Strength,Bodyweight,Beginner,Back,7.14,0.411
2682,Cable Plank Variation 2682,Endurance,Cable,Beginner,Shoulders,6.74,0.723
2683,Bands Deadlift Variation 2683,Hypertrophy,Bands,Intermediate,Core,10.76,0.625
2684,Bands Cable Fly Variation 2684,Strength,Bands,Elite,Legs,3.51,0.312
2685,Kettlebell Dumbbell Curl Variation 2685,Endurance,Kettlebell,Beginner,Core,6.70,0.390
2686,Bands Bench Press Variation 2686,Rehab,Bands,Elite,Arms,10.78,0.859
2687,Bands Bench Press Variation 2687,Strength,Bands,Intermediate,Chest,5.48,0.659
2688,Machine Cable Fly Variation 2688,Core,Machine,Beginner,Chest,10.74,0.848
2689,Bands Cable Fly Variation 2689,Strength,Bands,Elite,Legs,8.81,0.311
2690,Dumbbell Squat Variation 2690,Endurance,Dumbbell,Advanced,Back,5.56,0.330
2691,Machine Overhead Press Variation 2691,Hypertrophy,Machine,Advanced,Core,8.53,0.603
2692,Bodyweight Deadlift Variation 2692,Endurance,Bodyweight,Advanced,Core,7.93,0.652
2693,Machine Squat Variation 2693,Strength,Machine,Elite,Shoulders,9.30,0.883
2694,Bands Plank Variation 2694,Strength,Bands,Elite,Full Body,9.23,0.626
2695,Dumbbell Lunge Variation 2695,Rehab,Dumbbell,Advanced,Full Body,9.54,0.832
2696,Barbell Bench Press Variation 2696,Rehab,Barbell,Intermediate,Chest,3.13,0.479
2697,Bodyweight Lat Pulldown Variation 2697,Strength,Bodyweight,Advanced,Shoulders,5.09,0.480
2698,Bands Plank Variation 2698,Strength,Bands,Elite,Back,5.13,0.576
2699,Machine Cable Fly Variation 2699,Power,Machine,Intermediate,Chest,10.95,0.496
2700,Dumbbell Barbell Row Variation 2700,Strength,Dumbbell,Elite,Arms,6.93,0.230
2701,Cable Overhead Press Variation 2701,Power,Cable,Intermediate,Legs,7.74,0.237
2702,Barbell Lat Pulldown Variation 2702,Rehab,Barbell,Elite,Back,10.73,0.585
2703,Dumbbell Dumbbell Curl Variation 2703,Endurance,Dumbbell,Elite,Arms,5.22,0.548
2704,Bands Bench Press Variation 2704,Core,Bands,Beginner,Back,10.74,0.394
2705,Barbell Crunch Variation 2705,Core,Barbell,Intermediate,Arms,3.03,0.336
2706,Barbell Squat Variation 2706,Strength,Barbell,Beginner,Core,11.03,0.835
2707,Bodyweight Deadlift Variation 2707,Strength,Bodyweight,Elite,Chest,10.09,0.240
2708,Machine Barbell Row Variation 2708,Strength,Machine,Beginner,Back,4.92,0.190
2709,Kettlebell Tricep Extension Variation 2709,Core,Kettlebell,Advanced,Core,9.15,0.293
2710,Bands Tricep Extension Variation 2710,Core,Bands,Intermediate,Core,4.89,0.723
2711,Bands Tricep Extension Variation 2711,Endurance,Bands,Intermediate,Core,6.35,0.374
2712,Bands Dumbbell Curl Variation 2712,Power,Bands,Advanced,Core,4.84,0.761
2713,Kettlebell Tricep Extension Variation 2713,Core,Kettlebell,Beginner,Shoulders,9.62,0.697
2714,Bands Lat Pulldown Variation 2714,Hypertrophy,Bands,Elite,Chest,6.95,0.716
2715,Bodyweight Lunge Variation 2715,Endurance,Bodyweight,Advanced,Core,6.63,0.121
2716,Bodyweight Barbell Row Variation 2716,Rehab,Bodyweight,Beginner,Legs,5.54,0.522
2717,Bands Calf Raise Variation 2717,Power,Bands,Advanced,Legs,8.16,0.750
2718,Cable Plank Variation 2718,Hypertrophy,Cable,Elite,Legs,8.93,0.852
2719,Barbell Bench Press Variation 2719,Power,Barbell,Intermediate,Full Body,3.83,0.497
2720,Machine Bench Press Variation 2720,Hypertrophy,Machine,Advanced,Core,4.43,0.688
2721,Cable Barbell Row Variation 2721,Power,Cable,Beginner,Arms,3.65,0.673
2722,Cable Barbell Row Variation 2722,Strength,Cable,Beginner,Shoulders,9.29,0.136
2723,Cable Tricep Extension Variation 2723,Strength,Cable,Advanced,Core,6.54,0.781
2724,Bands Squat Variation 2724,Power,Bands,Advanced,Legs,11.11,0.544
2725,Bodyweight Bench Press Variation 2725,Core,Bodyweight,Elite,Back,6.22,0.562
2726,Dumbbell Plank Variation 2726,Rehab,Dumbbell,Intermediate,Chest,7.17,0.878
2727,Bodyweight Bench Press Variation 2727,Endurance,Bodyweight,Intermediate,Back,9.06,0.134
2728,Barbell Pull-up Variation 2728,Core,Barbell,Advanced,Core,8.83,0.266
2729,Cable Tricep Extension Variation 2729,Hypertrophy,Cable,Intermediate,Chest,8.45,0.569
2730,Machine Tricep Extension Variation 2730,Endurance,Machine,Beginner,Back,4.04,0.549
2731,Machine Calf Raise Variation 2731,Strength,Machine,Beginner,Chest,7.07,0.876
2732,Bands Deadlift Variation 2732,Core,Bands,Intermediate,Back,8.60,0.277
2733,Cable Plank Variation 2733,Hypertrophy,Cable,Elite,Chest,5.01,0.214
2734,Barbell Overhead Press Variation 2734,Rehab,Barbell,Beginner,Full Body,7.95,0.116
2735,Kettlebell Dumbbell Curl Variation 2735,Power,Kettlebell,Advanced,Shoulders,5.79,0.208
2736,Cable Crunch Variation 2736,Strength,Cable,Elite,Chest,10.90,0.115
2737,Machine Dumbbell Curl Variation 2737,Core,Machine,Advanced,Legs,6.12,0.607
2738,Kettlebell Crunch Variation 2738,Endurance,Kettlebell,Intermediate,Chest,7.12,0.513
2739,Machine Dumbbell Curl Variation 2739,Core,Machine,Advanced,Full Body,4.11,0.656
2740,Machine Plank Variation 2740,Hypertrophy,Machine,Beginner,Shoulders,4.17,0.495
2741,Bodyweight Dumbbell Curl Variation 2741,Hypertrophy,Bodyweight,Advanced,Chest,9.18,0.799
2742,Kettlebell Squat Variation 2742,Core,Kettlebell,Intermediate,Full Body,11.92,0.354
2743,Bands Cable Fly Variation 2743,Endurance,Bands,Intermediate,Back,4.65,0.594
2744,Dumbbell Cable Fly Variation 2744,Rehab,Dumbbell,Advanced,Back,3.21,0.871
2745,Bands Tricep Extension Variation 2745,Core,Bands,Beginner,Arms,5.58,0.898
2746,Cable Tricep Extension Variation 2746,Hypertrophy,Cable,Elite,Core,10.37,0.295
2747,Barbell Lunge Variation 2747,Strength,Barbell,Intermediate,Arms,10.19,0.420
2748,Bands Bench Press Variation 2748,Rehab,Bands,Advanced,Core,3.79,0.889
2749,Machine Bench Press Variation 2749,Core,Machine,Beginner,Chest,10.50,0.245
2750,Bodyweight Lunge Variation 2750,Power,Bodyweight,Intermediate,Shoulders,9.21,0.563
2751,Dumbbell Lat Pulldown Variation 2751,Endurance,Dumbbell,Advanced,Arms,11.55,0.109
2752,Bodyweight Cable Fly Variation 2752,Strength,Bodyweight,Intermediate,Core,9.32,0.755
2753,Barbell Lat Pulldown Variation 2753,Hypertrophy,Barbell,Beginner,Shoulders,8.72,0.845
2754,Machine Barbell Row Variation 2754,Endurance,Machine,Intermediate,Back,6.51,0.132
2755,Barbell Crunch Variation 2755,Power,Barbell,Intermediate,Legs,4.34,0.684
2756,Machine Lat Pulldown Variation 2756,Hypertrophy,Machine,Elite,Arms,4.81,0.235
2757,Kettlebell Pull-up Variation 2757,Hypertrophy,Kettlebell,Beginner,Shoulders,5.55,0.671
2758,Kettlebell Crunch Variation 2758,Rehab,Kettlebell,Advanced,Shoulders,10.71,0.337
2759,Kettlebell Crunch Variation 2759,Strength,Kettlebell,Elite,Full Body,6.61,0.450
2760,Kettlebell Cable Fly Variation 2760,Hypertrophy,Kettlebell,Intermediate,Chest,4.47,0.392
2761,Barbell Lunge Variation 2761,Rehab,Barbell,Elite,Legs,11.50,0.711
2762,Bands Lat Pulldown Variation 2762,Endurance,Bands,Intermediate,Chest,6.57,0.491
2763,Bands Barbell Row Variation 2763,Rehab,Bands,Elite,Chest,10.63,0.784
2764,Cable Plank Variation 2764,Rehab,Cable,Beginner,Full Body,10.31,0.796
2765,Bands Lat Pulldown Variation 2765,Strength,Bands,Intermediate,Core,4.08,0.382
2766,Bands Barbell Row Variation 2766,Strength,Bands,Intermediate,Core,11.84,0.747
2767,Bodyweight Lat Pulldown Variation 2767,Rehab,Bodyweight,Intermediate,Legs,10.10,0.405
2768,Bodyweight Lat Pulldown Variation 2768,Power,Bodyweight,Intermediate,Shoulders,4.92,0.858
2769,Machine Bench Press Variation 2769,Core,Machine,Elite,Shoulders,6.73,0.723
2770,Machine Cable Fly Variation 2770,Rehab,Machine,Advanced,Legs,3.06,0.547
2771,Dumbbell Overhead Press Variation 2771,Rehab,Dumbbell,Intermediate,Legs,10.06,0.615
2772,Bands Plank Variation 2772,Power,Bands,Advanced,Back,8.75,0.259
2773,Dumbbell Lat Pulldown Variation 2773,Power,Dumbbell,Advanced,Shoulders,3.14,0.758
2774,Dumbbell Barbell Row Variation 2774,Strength,Dumbbell,Elite,Chest,7.31,0.656
2775,Barbell Crunch Variation 2775,Endurance,Barbell,Elite,Arms,3.82,0.613
2776,Dumbbell Lat Pulldown Variation 2776,Core,Dumbbell,Beginner,Arms,9.79,0.529
2777,Cable Dumbbell Curl Variation 2777,Hypertrophy,Cable,Elite,Back,9.56,0.180
2778,Bands Lunge Variation 2778,Endurance,Bands,Advanced,Full Body,7.83,0.865
2779,Cable Pull-up Variation 2779,Power,Cable,Intermediate,Shoulders,9.67,0.416
2780,Kettlebell Leg Press Variation 2780,Strength,Kettlebell,Advanced,Full Body,5.80,0.866
2781,Cable Lat Pulldown Variation 2781,Strength,Cable,Advanced,Full Body,11.64,0.793
2782,Bodyweight Overhead Press Variation 2782,Endurance,Bodyweight,Elite,Legs,3.25,0.492
2783,Bodyweight Bench Press Variation 2783,Strength,Bodyweight,Advanced,Chest,5.43,0.636
2784,Barbell Crunch Variation 2784,Core,Barbell,Beginner,Back,3.66,0.854
2785,Barbell Lat Pulldown Variation 2785,Endurance,Barbell,Advanced,Arms,11.51,0.114
2786,Cable Crunch Variation 2786,Hypertrophy,Cable,Advanced,Legs,3.54,0.451
2787,Bands Plank Variation 2787,Power,Bands,Advanced,Chest,6.72,0.163
2788,Machine Lat Pulldown Variation 2788,Rehab,Machine,Advanced,Core,6.43,0.551
2789,Bands Crunch Variation 2789,Core,Bands,Intermediate,Full Body,9.69,0.109
2790,Dumbbell Plank Variation 2790,Hypertrophy,Dumbbell,Advanced,Full Body,7.72,0.285
2791,Machine Pull-up Variation 2791,Power,Machine,Elite,Arms,10.28,0.700
2792,Machine Crunch Variation 2792,Power,Machine,Elite,Legs,3.95,0.356
2793,Cable Squat Variation 2793,Core,Cable,Beginner,Chest,9.44,0.574
2794,Bodyweight Bench Press Variation 2794,Power,Bodyweight,Intermediate,Back,4.45,0.682
2795,Kettlebell Leg Press Variation 2795,Rehab,Kettlebell,Elite,Chest,6.83,0.303
2796,Bands Lat Pulldown Variation 2796,Power,Bands,Beginner,Back,10.48,0.582
2797,Machine Cable Fly Variation 2797,Rehab,Machine,Elite,Legs,8.97,0.400
2798,Barbell Pull-up Variation 2798,Core,Barbell,Elite,Full Body,8.86,0.207
2799,Dumbbell Barbell Row Variation 2799,Power,Dumbbell,Advanced,Arms,5.62,0.175
2800,Bands Plank Variation 2800,Strength,Bands,Beginner,Shoulders,6.75,0.630
2801,Cable Dumbbell Curl Variation 2801,Rehab,Cable,Intermediate,Full Body,3.94,0.545
2802,Bands Deadlift Variation 2802,Power,Bands,Advanced,Chest,6.23,0.468
2803,Dumbbell Tricep Extension Variation 2803,Rehab,Dumbbell,Advanced,Core,7.55,0.755
2804,Cable Pull-up Variation 2804,Endurance,Cable,Advanced,Shoulders,6.25,0.832
2805,Cable Deadlift Variation 2805,Core,Cable,Advanced,Full Body,6.75,0.450
2806,Bodyweight Squat Variation 2806,Endurance,Bodyweight,Intermediate,Legs,5.43,0.170
2807,Cable Plank Variation 2807,Strength,Cable,Beginner,Full Body,8.37,0.158
2808,Dumbbell Lat Pulldown Variation 2808,Strength,Dumbbell,Beginner,Chest,9.99,0.713
2809,Machine Leg Press Variation 2809,Rehab,Machine,Beginner,Core,9.10,0.285
2810,Bands Cable Fly Variation 2810,Strength,Bands,Elite,Chest,10.45,0.119
2811,Dumbbell Barbell Row Variation 2811,Endurance,Dumbbell,Advanced,Shoulders,3.11,0.493
2812,Dumbbell Lunge Variation 2812,Strength,Dumbbell,Beginner,Full Body,10.87,0.452
2813,Cable Crunch Variation 2813,Strength,Cable,Beginner,Shoulders,3.31,0.436
2814,Bands Lunge Variation 2814,Hypertrophy,Bands,Beginner,Core,9.09,0.899
2815,Bodyweight Deadlift Variation 2815,Rehab,Bodyweight,Elite,Full Body,6.90,0.228
2816,Bodyweight Plank Variation 2816,Power,Bodyweight,Intermediate,Chest,5.53,0.157
2817,Machine Cable Fly Variation 2817,Rehab,Machine,Intermediate,Full Body,6.71,0.211
2818,Dumbbell Plank Variation 2818,Core,Dumbbell,Intermediate,Arms,11.82,0.117
2819,Bodyweight Calf Raise Variation 2819,Rehab,Bodyweight,Beginner,Core,5.89,0.304
2820,Kettlebell Cable Fly Variation 2820,Endurance,Kettlebell,Beginner,Chest,11.13,0.667
2821,Kettlebell Cable Fly Variation 2821,Endurance,Kettlebell,Beginner,Back,4.23,0.230
2822,Barbell Overhead Press Variation 2822,Strength,Barbell,Elite,Core,11.48,0.464
2823,Machine Dumbbell Curl Variation 2823,Strength,Machine,Intermediate,Core,8.97,0.321
2824,Kettlebell Tricep Extension Variation 2824,Endurance,Kettlebell,Intermediate,Full Body,9.33,0.125
2825,Dumbbell Bench Press Variation 2825,Hypertrophy,Dumbbell,Beginner,Back,5.44,0.795
2826,Machine Squat Variation 2826,Strength,Machine,Elite,Arms,9.51,0.420
2827,Bands Pull-up Variation 2827,Hypertrophy,Bands,Beginner,Back,10.69,0.175
2828,Machine Crunch Variation 2828,Strength,Machine,Beginner,Core,8.15,0.230
2829,Dumbbell Plank Variation 2829,Strength,Dumbbell,Intermediate,Back,4.49,0.368
2830,Bodyweight Crunch Variation 2830,Power,Bodyweight,Advanced,Shoulders,5.91,0.665
2831,Bodyweight Calf Raise Variation 2831,Hypertrophy,Bodyweight,Elite,Chest,7.44,0.234
2832,Kettlebell Crunch Variation 2832,Endurance,Kettlebell,Elite,Core,7.38,0.807
2833,Bodyweight Crunch Variation 2833,Core,Bodyweight,Beginner,Full Body,11.93,0.886
2834,Kettlebell Deadlift Variation 2834,Endurance,Kettlebell,Advanced,Legs,9.05,0.542
2835,Barbell Squat Variation 2835,Hypertrophy,Barbell,Beginner,Arms,7.35,0.747
2836,Dumbbell Squat Variation 2836,Endurance,Dumbbell,Beginner,Full Body,7.45,0.639
2837,Kettlebell Dumbbell Curl Variation 2837,Power,Kettlebell,Advanced,Full Body,7.94,0.215
2838,Kettlebell Dumbbell Curl Variation 2838,Power,Kettlebell,Advanced,Legs,7.32,0.644
2839,Bands Dumbbell Curl Variation 2839,Rehab,Bands,Intermediate,Chest,4.90,0.678
2840,Barbell Cable Fly Variation 2840,Power,Barbell,Elite,Legs,3.49,0.229
2841,Barbell Lunge Variation 2841,Power,Barbell,Intermediate,Back,5.55,0.123
2842,Bands Squat Variation 2842,Hypertrophy,Bands,Elite,Arms,5.74,0.432
2843,Machine Cable Fly Variation 2843,Endurance,Machine,Elite,Back,8.39,0.743
2844,Kettlebell Pull-up Variation 2844,Endurance,Kettlebell,Intermediate,Chest,10.09,0.395
2845,Cable Overhead Press Variation 2845,Power,Cable,Advanced,Back,5.40,0.150
2846,Bodyweight Dumbbell Curl Variation 2846,Strength,Bodyweight,Advanced,Full Body,11.93,0.131
2847,Bands Barbell Row Variation 2847,Hypertrophy,Bands,Elite,Arms,10.19,0.215
2848,Dumbbell Overhead Press Variation 2848,Hypertrophy,Dumbbell,Beginner,Chest,3.96,0.452
2849,Bands Cable Fly Variation 2849,Hypertrophy,Bands,Elite,Legs,3.97,0.611
2850,Dumbbell Dumbbell Curl Variation 2850,Core,Dumbbell,Beginner,Chest,8.64,0.558
2851,Bands Lunge Variation 2851,Rehab,Bands,Intermediate,Back,4.44,0.890
2852,Barbell Dumbbell Curl Variation 2852,Power,Barbell,Elite,Legs,5.63,0.805
2853,Bodyweight Deadlift Variation 2853,Core,Bodyweight,Elite,Back,6.51,0.644
2854,Dumbbell Bench Press Variation 2854,Endurance,Dumbbell,Elite,Arms,4.56,0.797
2855,Bands Pull-up Variation 2855,Power,Bands,Beginner,Arms,9.82,0.166
2856,Bands Lat Pulldown Variation 2856,Hypertrophy,Bands,Elite,Core,9.28,0.574
2857,Barbell Bench Press Variation 2857,Power,Barbell,Intermediate,Back,3.69,0.279
2858,Barbell Deadlift Variation 2858,Power,Barbell,Beginner,Back,3.51,0.737
2859,Dumbbell Lunge Variation 2859,Power,Dumbbell,Elite,Back,4.37,0.776
2860,Cable Tricep Extension Variation 2860,Strength,Cable,Advanced,Core,6.38,0.745
2861,Dumbbell Overhead Press Variation 2861,Rehab,Dumbbell,Beginner,Core,7.36,0.776
2862,Cable Dumbbell Curl Variation 2862,Rehab,Cable,Elite,Arms,4.70,0.645
2863,Bands Deadlift Variation 2863,Rehab,Bands,Beginner,Full Body,9.92,0.290
2864,Dumbbell Plank Variation 2864,Hypertrophy,Dumbbell,Beginner,Back,9.97,0.672
2865,Bodyweight Dumbbell Curl Variation 2865,Rehab,Bodyweight,Beginner,Chest,10.73,0.401
2866,Barbell Squat Variation 2866,Core,Barbell,Advanced,Core,4.67,0.687
2867,Machine Squat Variation 2867,Core,Machine,Intermediate,Chest,3.07,0.836
2868,Barbell Plank Variation 2868,Strength,Barbell,Advanced,Full Body,10.75,0.486
2869,Kettlebell Squat Variation 2869,Strength,Kettlebell,Elite,Core,7.51,0.739
2870,Barbell Crunch Variation 2870,Rehab,Barbell,Advanced,Full Body,6.71,0.390
2871,Barbell Squat Variation 2871,Rehab,Barbell,Intermediate,Full Body,10.19,0.277
2872,Machine Tricep Extension Variation 2872,Hypertrophy,Machine,Advanced,Legs,8.09,0.201
2873,Bands Squat Variation 2873,Hypertrophy,Bands,Elite,Full Body,4.83,0.218
2874,Kettlebell Lunge Variation 2874,Endurance,Kettlebell,Beginner,Back,11.46,0.706
2875,Barbell Dumbbell Curl Variation 2875,Strength,Barbell,Beginner,Core,4.06,0.550
2876,Bands Barbell Row Variation 2876,Hypertrophy,Bands,Advanced,Shoulders,8.21,0.192
2877,Kettlebell Cable Fly Variation 2877,Endurance,Kettlebell,Advanced,Back,5.85,0.403
2878,Kettlebell Plank Variation 2878,Power,Kettlebell,Elite,Chest,9.62,0.597
2879,Barbell Crunch Variation 2879,Power,Barbell,Intermediate,Shoulders,3.70,0.344
2880,Bodyweight Deadlift Variation 2880,Rehab,Bodyweight,Beginner,Core,10.61,0.887
2881,Bands Leg Press Variation 2881,Core,Bands,Elite,Full Body,10.60,0.720
2882,Barbell Calf Raise Variation 2882,Power,Barbell,Beginner,Arms,6.46,0.595
2883,Cable Deadlift Variation 2883,Hypertrophy,Cable,Intermediate,Core,4.47,0.777
